category,name,goal,environment,positions,levels,volume_hint,coaching_points,progression,regression,contra,rest,note,id,plyo_impact,equipment_detail
Plyo HIGH,Depth → Vertical,Hochintensive Reaktivkraft (RSI),Field,ALL,A;P;E,3–5×2–4,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Achillessehne/Hamstring gereizt → vermeiden,2–3′,Nur Off-Power (Advanced/Pro),depth_vertical,,
Plyo HIGH,Double-Contact Bounds,Hochintensive Reaktivkraft (RSI),Field,ALL,A;P;E,3–5×2–4,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,2–3′,Nur Off-Power (Advanced/Pro),double_contact_bounds,,
Plyo HIGH,Hurdle to Sprint,Hochintensive Reaktivkraft (RSI),Field,ALL,A;P;E,3–5×2–4,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",akuter Hamstring/Adduktor → nur Technik,2–3′,Nur Off-Power (Advanced/Pro),hurdle_to_sprint,,
Plyo HIGH,Drop to Sprint,Hochintensive Reaktivkraft (RSI),Field,ALL,A;P;E,3–5×2–4,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Achillessehne/Hamstring gereizt → vermeiden,2–3′,Nur Off-Power (Advanced/Pro),drop_to_sprint,,
Plyo HIGH,French Contrast (Coach),Hochintensive Reaktivkraft (RSI),Field,ALL,A;P;E,3–5×2–4,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,2–3′,Nur Off-Power (Advanced/Pro),french_contrast_coach,,
Plyo HIGH,Stair Bounds (qualitativ),Hochintensive Reaktivkraft (RSI),Field,ALL,A;P;E,3–5×2–4,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,2–3′,Nur Off-Power (Advanced/Pro),stair_bounds_qualitativ,,
Plyo HIGH,Lateral Depth Hop,Hochintensive Reaktivkraft (RSI),Field,ALL,A;P;E,3–5×2–4,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Achillessehne/Hamstring gereizt → vermeiden,2–3′,Nur Off-Power (Advanced/Pro),lateral_depth_hop,,
Plyo HIGH,Triple Jump (technik),Hochintensive Reaktivkraft (RSI),Field,ALL,A;P;E,3–5×2–4,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Knie/Achille akut → Höhe reduzieren,2–3′,Nur Off-Power (Advanced/Pro),triple_jump_technik,,
Plyo HIGH,Single-Leg Reactive Hop,Hochintensive Reaktivkraft (RSI),Field,ALL,A;P;E,3–5×2–4,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,2–3′,Nur Off-Power (Advanced/Pro),single_leg_reactive_hop,,
Plyo HIGH,DJ RSI-Fokus (Messplatte),Hochintensive Reaktivkraft (RSI),Field,ALL,A;P;E,3–5×2–4,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,2–3′,Nur Off-Power (Advanced/Pro),dj_rsi_fokus_messplatte,,
Plyo HIGH,Hurdle Wave (hoch/weit),Hochintensive Reaktivkraft (RSI),Field,ALL,A;P;E,3–5×2–4,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,2–3′,Nur Off-Power (Advanced/Pro),hurdle_wave_hoch_weit,,
Speed – Technik & Linear,A-Skips,Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,6–8 Läufe · Distanz je Drill,aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,a_skips,,
Speed – Technik & Linear,B-Skips (dosiert),Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,6–8 Läufe · Distanz je Drill,aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,b_skips_dosiert,,
Speed – Technik & Linear,High Knees (technik),Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,6–8 Läufe · Distanz je Drill,aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,high_knees_technik,,
Speed – Technik & Linear,Wall Drill A-Position,Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,6–8 Läufe · Distanz je Drill,aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,wall_drill_a_position,,
Speed – Technik & Linear,Falling Start 10 y,Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,6×10 y,aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",akuter Hamstring/Adduktor → nur Technik,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,falling_start_10_y,,
Speed – Technik & Linear,3-Point Start 10–20 y,Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,6×10–20 y,aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",akuter Hamstring/Adduktor → nur Technik,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,3_point_start_10_20_y,,
Speed – Technik & Linear,Push-Up Start,Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,6–8 Läufe · Distanz je Drill,aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",vordere Schulter gereizt → Griff/ROM anpassen,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,push_up_start,,
Speed – Technik & Linear,Crouch Start,Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,6–8 Läufe · Distanz je Drill,aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",akuter Hamstring/Adduktor → nur Technik,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,crouch_start,,
Speed – Technik & Linear,Sprint Build-ups 20–30 m,Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,6–8 Läufe · Distanz je Drill,aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",akuter Hamstring/Adduktor → nur Technik,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,sprint_build_ups_20_30_m,,
Speed – Technik & Linear,Flying 10,Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,6× (10 m Anlauf),aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Achillessehne/Hamstring gereizt → vermeiden,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,flying_10,,
Speed – Technik & Linear,Flying 20,Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,4–6× (20 m Anlauf),aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Achillessehne/Hamstring gereizt → vermeiden,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,flying_20,,
Speed – Technik & Linear,Flying 30,Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,3–4× (30 m Anlauf),aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Achillessehne/Hamstring gereizt → vermeiden,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,flying_30,,
Speed – Technik & Linear,20 m aus 10 m Anlauf,Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,6–8 Läufe · Distanz je Drill,aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,20_m_aus_10_m_anlauf,,
Speed – Technik & Linear,Top-Speed Strides,Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,6–8 Läufe · Distanz je Drill,aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,top_speed_strides,,
Speed – Technik & Linear,Resisted Sprint (Sled) 10–20 m,Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,6–8 Läufe · Distanz je Drill,aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",akuter Hamstring/Adduktor → nur Technik,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,resisted_sprint_sled_10_20_m,,
Speed – Technik & Linear,Assisted Sprint (vorsicht),Sprinttechnik/Acceleration/Top-Speed,Field,ALL,A;P;E,6–8 Läufe · Distanz je Drill,aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",akuter Hamstring/Adduktor → nur Technik,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,assisted_sprint_vorsicht,,
Speed – Technik & Linear,Wicket Runs,Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,6–8 Läufe · Distanz je Drill,aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",akuter Hamstring/Adduktor → nur Technik,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,wicket_runs,,
Speed – Technik & Linear,Posture Drills,Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,6–8 Läufe · Distanz je Drill,aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,posture_drills,,
Speed – Technik & Linear,Arm Action Drills,Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,6–8 Läufe · Distanz je Drill,aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,arm_action_drills,,
Speed – Technik & Linear,Ankling → Sprint,Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,6–8 Läufe · Distanz je Drill,aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",akuter Hamstring/Adduktor → nur Technik,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,ankling_sprint,,
Speed – Technik & Linear,Curved Sprint,Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,6–8 Läufe · Distanz je Drill,aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",akuter Hamstring/Adduktor → nur Technik,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,curved_sprint,,
Speed – Technik & Linear,Accel Split Runs,Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,6–8 Läufe · Distanz je Drill,aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,accel_split_runs,,
Speed – Technik & Linear,Shut-Down Mechanics,Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,6–8 Läufe · Distanz je Drill,aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,shut_down_mechanics,,
Speed – Technik & Linear,Hill Strides,Sprinttechnik/Acceleration/Top-Speed,Field,ALL,Rookie;Advanced;Pro;Elite,6–8 Läufe · Distanz je Drill,aufrecht/entspannt | voller Abdruck,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,10–20y: 1.5–2′ · 30–40y: 2.5–3′,Technik in Off-Foundation; Volumen/Top-Speed in Off-Power/Pre,hill_strides,,
COD / Agility,5-10-5 Shuttle,Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,4× (90–120),tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,5_10_5_shuttle,,
COD / Agility,T-Drill,Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,t_drill,,
COD / Agility,L-Drill (3-Cone),Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,l_drill_3_cone,,
COD / Agility,Pro Agility,Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3× (volle Pause),tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,pro_agility,,
COD / Agility,Mirror Drill,Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,mirror_drill,,
COD / Agility,Y-Drill (reaktiv),Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,y_drill_reaktiv,,
COD / Agility,W-Drill,Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,w_drill,,
COD / Agility,Box COD 90°/135°,Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,box_cod_90_135,,
COD / Agility,Z-Drill,Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,z_drill,,
COD / Agility,Curvilinear COD,Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,curvilinear_cod,,
COD / Agility,Speed-Cut,Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,speed_cut,,
COD / Agility,Hard-Plant 45°/90°,Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,hard_plant_45_90,,
COD / Agility,Hip-Turn to Sprint,Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",akuter Hamstring/Adduktor → nur Technik,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,hip_turn_to_sprint,,
COD / Agility,Shuffle-to-Sprint,Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",akuter Hamstring/Adduktor → nur Technik,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,shuffle_to_sprint,,
COD / Agility,Backpedal-to-Sprint,Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",akuter Hamstring/Adduktor → nur Technik,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,backpedal_to_sprint,,
COD / Agility,Crossover Run,Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,crossover_run,,
COD / Agility,Break-45/90 (DB),Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,break_45_90_db,,
COD / Agility,Hurdle COD Weave,Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,hurdle_cod_weave,,
COD / Agility,Reactive Cone Colors,Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,reactive_cone_colors,,
COD / Agility,Tennis-Ball React,Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,tennis_ball_react,,
COD / Agility,Light-Based React,Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,light_based_react,,
COD / Agility,Tag Games (begrenzt),Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,tag_games_begrenzt,,
COD / Agility,Closeout Drill (LB/DB),Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,closeout_drill_lb_db,,
COD / Agility,OL/DL Short-Space Mirror,Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,ol_dl_short_space_mirror,,
COD / Agility,RB Jump-Cut Lane,Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Knie/Achille akut → Höhe reduzieren,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,rb_jump_cut_lane,,
COD / Agility,QB Pocket Step-Up,Richtungswechsel/Agilität/Bremsen,Field,ALL,Rookie;Advanced;Pro;Elite,3–4 Sätze je Drill,tiefer Schwerpunkt | Vorfuß bremsen,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Aufbau Off-Foundation; Schwerpunkt Preseason,qb_pocket_step_up,,
Conditioning,Tempo Runs 60–100 y,Game-like Ausdauer/Tempo,Field;Gym,ALL,Rookie;Advanced;Pro;Elite,"10–16 Reps, 40–60/Rep",sauberes Tempo | vollständige Intervalle,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,formatabhängig,Preseason spielnah; In-Season minimal dosiert,tempo_runs_60_100_y,,
Conditioning,Shuttle 10–20–10,Game-like Ausdauer/Tempo,Field;Gym,ALL,Rookie;Advanced;Pro;Elite,12–20′ (formatabhängig),sauberes Tempo | vollständige Intervalle,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,formatabhängig,Preseason spielnah; In-Season minimal dosiert,shuttle_10_20_10,,
Conditioning,300-y Shuttle (selten),Game-like Ausdauer/Tempo,Field;Gym,ALL,Rookie;Advanced;Pro;Elite,12–20′ (formatabhängig),sauberes Tempo | vollständige Intervalle,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,formatabhängig,Preseason spielnah; In-Season minimal dosiert,300_y_shuttle_selten,,
